#K-Path(1/A)   Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  40  24
# Band-Index:    1
   1.73840     -0.803804     -0.803804
 
# Band-Index:   20
   1.73840      0.070023      0.070023
   1.69265      0.075644      0.075644
   1.64691      0.090047      0.090047
   1.60116      0.108364      0.108364
   1.55541      0.127159      0.127159
   1.50966      0.145657      0.145657
   1.46392      0.165061      0.165061
   1.41817      0.187534      0.187534
   1.37242      0.215323      0.215323
   1.32667      0.249914      0.249914
   1.28093      0.291035      0.291035
   1.23518      0.335817      0.335817
   1.18943      0.379306      0.379306
   1.14368      0.417104      0.417104
   1.09794      0.447648      0.447648
   1.05219      0.471479      0.471479
   1.00644      0.489317      0.489317
   0.96070      0.500745      0.500745
   0.91495      0.498463      0.498463
   0.86920      0.469729      0.469729
   0.86920      0.469729      0.469729
   0.82345      0.498463      0.498463
   0.77771      0.500745      0.500745
   0.73196      0.489317      0.489317
   0.68621      0.471479      0.471479
   0.64046      0.447648      0.447648
   0.59472      0.417104      0.417104
   0.54897      0.379306      0.379306
   0.50322      0.335817      0.335817
   0.45747      0.291035      0.291035
   0.41173      0.249914      0.249914
   0.36598      0.215323      0.215323
   0.32023      0.187534      0.187534
   0.27448      0.165061      0.165061
   0.22874      0.145657      0.145657
   0.18299      0.127159      0.127159
   0.13724      0.108364      0.108364
   0.09149      0.090047      0.090047
   0.04575      0.075644      0.075644
   0.00000      0.070023      0.070023
 
# Band-Index:   21
   0.00000      0.917886      0.917886
   0.04575      0.920506      0.920506
   0.09149      0.928225      0.928225
   0.13724      0.940591      0.940591
   0.18299      0.914704      0.914704
   0.22874      0.871269      0.871269
   0.27448      0.827670      0.827670
   0.32023      0.790206      0.790207
   0.36598      0.763422      0.763422
   0.41173      0.751236      0.751236
   0.45747      0.758001      0.758001
   0.50322      0.788998      0.788998
   0.54897      0.849097      0.849097
   0.59472      0.887270      0.887270
   0.64046      0.826349      0.826349
   0.68621      0.757094      0.757094
   0.73196      0.683251      0.683251
   0.77771      0.611855      0.611855
   0.82345      0.555761      0.555761
   0.86920      0.533491      0.533491
   0.86920      0.533491      0.533491
   0.91495      0.555761      0.555761
   0.96070      0.611855      0.611855
   1.00644      0.683251      0.683251
   1.05219      0.757094      0.757094
   1.09794      0.826349      0.826349
   1.14368      0.887270      0.887270
   1.18943      0.849097      0.849097
   1.23518      0.788998      0.788998
   1.28093      0.758001      0.758001
   1.32667      0.751236      0.751236
   1.37242      0.763422      0.763422
   1.41817      0.790206      0.790207
   1.46392      0.827670      0.827670
   1.50966      0.871269      0.871269
   1.55541      0.914704      0.914704
   1.60116      0.940591      0.940591
   1.64691      0.928225      0.928225
   1.69265      0.920506      0.920506
   1.73840      0.917886      0.917886
 
# Band-Index:   22
   1.73840      0.980889      0.980889
   1.69265      0.979191      0.979191
   1.64691      0.970922      0.970922
   1.60116      0.949909      0.949909
   1.55541      0.956738      0.956738
   1.50966      0.975243      0.975243
   1.46392      0.993903      0.993903
   1.41817      1.009578      1.009578
   1.37242      1.018455      1.018455
   1.32667      1.017039      1.017039
   1.28093      1.003288      1.003288
   1.23518      0.976738      0.976738
   1.18943      0.937799      0.937799
   1.14368      0.935600      0.935600
   1.09794      0.967758      0.967758
   1.05219      0.896119      0.896119
   1.00644      0.796621      0.796621
   0.96070      0.678697      0.678697
   0.91495      0.566109      0.566109
   0.86920      0.533492      0.533492
   0.86920      0.533492      0.533492
   0.82345      0.566109      0.566109
   0.77771      0.678697      0.678697
   0.73196      0.796621      0.796621
   0.68621      0.896119      0.896119
   0.64046      0.967758      0.967758
   0.59472      0.935600      0.935600
   0.54897      0.937799      0.937799
   0.50322      0.976738      0.976738
   0.45747      1.003288      1.003288
   0.41173      1.017039      1.017039
   0.36598      1.018455      1.018455
   0.32023      1.009578      1.009578
   0.27448      0.993903      0.993903
   0.22874      0.975243      0.975243
   0.18299      0.956738      0.956738
   0.13724      0.949909      0.949909
   0.09149      0.970922      0.970922
   0.04575      0.979191      0.979191
   0.00000      0.980889      0.980889
 
# Band-Index:   23
   0.00000      1.274312      1.274312
   0.04575      1.274523      1.274523
   0.09149      1.275191      1.275191
   0.13724      1.276441      1.276441
   0.18299      1.278583      1.278583
   0.22874      1.282269      1.282269
   0.27448      1.288717      1.288717
   0.32023      1.279754      1.279754
   0.36598      1.258625      1.258625
   0.41173      1.231971      1.231971
   0.45747      1.199723      1.199723
   0.50322      1.161666      1.161666
   0.54897      1.117546      1.117546
   0.59472      1.071140      1.071140
   0.64046      1.098177      1.098177
   0.68621      1.237559      1.237559
   0.73196      1.399010      1.399010
   0.77771      1.556662      1.556662
   0.82345      1.679874      1.679874
   0.86920      1.728404      1.728404
   0.86920      1.728404      1.728404
   0.91495      1.679874      1.679874
   0.96070      1.556662      1.556662
   1.00644      1.399010      1.399010
   1.05219      1.237559      1.237559
   1.09794      1.098177      1.098177
   1.14368      1.071140      1.071140
   1.18943      1.117546      1.117546
   1.23518      1.161666      1.161666
   1.28093      1.199723      1.199723
   1.32667      1.231971      1.231971
   1.37242      1.258625      1.258625
   1.41817      1.279754      1.279754
   1.46392      1.288717      1.288717
   1.50966      1.282269      1.282269
   1.55541      1.278583      1.278583
   1.60116      1.276441      1.276441
   1.64691      1.275191      1.275191
   1.69265      1.274523      1.274523
   1.73840      1.274312      1.274312
 
# Band-Index:   24
   1.73840      1.539856      1.539856
   1.69265      1.480621      1.480621
   1.64691      1.406199      1.406199
   1.60116      1.354572      1.354572
   1.55541      1.325468      1.325468
   1.50966      1.309203      1.309203
   1.46392      1.295875      1.295875
   1.41817      1.299870      1.299870
   1.37242      1.318129      1.318129
   1.32667      1.345362      1.345362
   1.28093      1.381802      1.381802
   1.23518      1.425959      1.425959
   1.18943      1.475379      1.475379
   1.14368      1.527283      1.527283
   1.09794      1.578768      1.578768
   1.05219      1.626847      1.626847
   1.00644      1.668497      1.668497
   0.96070      1.700824      1.700824
   0.91495      1.721358      1.721358
   0.86920      1.728406      1.728406
   0.86920      1.728406      1.728406
   0.82345      1.721358      1.721358
   0.77771      1.700824      1.700824
   0.73196      1.668497      1.668497
   0.68621      1.626847      1.626847
   0.64046      1.578768      1.578768
   0.59472      1.527283      1.527283
   0.54897      1.475379      1.475379
   0.50322      1.425959      1.425959
   0.45747      1.381802      1.381802
   0.41173      1.345362      1.345362
   0.36598      1.318129      1.318129
   0.32023      1.299870      1.299870
   0.27448      1.295875      1.295875
   0.22874      1.309203      1.309203
   0.18299      1.325468      1.325468
   0.13724      1.354572      1.354572
   0.09149      1.406201      1.406200
   0.04575      1.480640      1.480707
   0.00000      1.539893      1.540645
